 model_time, W_Stem_sub_sim_0116, W_Stem_sub_obs_0116, W_Stem_sub_sim_0178, W_Stem_sub_obs_0178,
     661, 140767.88,            , 140846.17,            ,
     662, 140761.83,            , 140840.14,            ,
     663, 140761.59,            , 140839.91,            ,
     664, 140767.41,            , 140845.72,            ,
     665, 140774.56,            , 140852.88,            ,
     666, 140783.25,            , 140861.58,            ,
     667, 140788.52,            , 140866.83,            ,
     668, 140785.50,            , 140863.80,            ,
     669, 140782.00,            , 140860.30,            ,
     670, 140775.95,            , 140854.27,            ,
     671, 140771.62,            , 140849.92,            ,
     672, 140766.36,            , 140844.66,            ,
     673, 140760.31,            , 140838.62,            ,
     674, 140754.28,            , 140832.59,            ,
     675, 140748.25,            , 140826.55,            ,
     676, 140742.22,            , 140820.52,            ,
     677, 140736.19,            , 140814.48,            ,
     678, 140730.16,            , 140808.44,            ,
     679, 140724.12,            , 140802.41,            ,
     680, 140718.09,            , 140796.38,            ,
     681, 140712.06,            , 140790.33,            ,
     682, 140706.03,            , 140784.30,            ,
     683, 140700.00,            , 140778.27,            ,
     684, 140693.97,            , 140772.22,            ,
     685, 140687.94,            , 140766.19,            ,
     686, 140681.91,            , 140760.16,            ,
     687, 140675.88,            , 140754.11,            ,
     688, 140670.41,            , 140748.64,            ,
     689, 140664.50,            , 140742.72,            ,
     690, 140658.50,            , 140736.72,            ,
     691, 140652.47,            , 140730.69,            ,
     692, 140646.44,            , 140724.64,            ,
     693, 140640.41,            , 140718.62,            ,
     694, 140634.38,            , 140712.59,            ,
     695, 140628.36,            , 140706.55,            ,
     696, 140622.34,            , 140700.53,            ,
     697, 140616.31,            , 140694.50,            ,
     698, 140610.28,            , 140688.45,            ,
     699, 140604.25,            , 140682.44,            ,
     700, 140598.22,            , 140676.41,            ,
     701, 140592.39,            , 140670.58,            ,
     702, 140592.39,            , 140670.58,            ,
     703, 140592.39,            , 140670.58,            ,
     704, 140592.39,            , 140670.58,            ,
     705, 140592.39,            , 140670.58,            ,
     706, 140592.39,            , 140670.58,            ,
     707, 140592.39,            , 140670.58,            ,
     708, 140592.39,            , 140670.58,            ,
     709, 140592.39,            , 140670.58,            ,
     710, 140592.39,            , 140670.58,            ,
     711, 140592.39,            , 140670.58,            ,
     712, 140592.39,            , 140670.58,            ,
     713, 140592.39,            , 140670.58,            ,
     714, 140592.39,            , 140670.58,            ,
     715, 140592.39,            , 140670.58,            ,
     716, 140592.39,            , 140670.58,            ,
     717, 140592.39,            , 140670.58,            ,
     718, 140592.39,            , 140670.58,            ,
     719, 140592.39,            , 140670.58,            ,
     720, 140592.39,            , 140670.58,            ,
     721, 140592.39,            , 140670.58,            ,
     722, 140592.39,            , 140670.58,            ,
     723, 140592.39,            , 140670.58,            ,
     724, 140592.39,            , 140670.58,            ,
     725, 140592.39,            , 140670.58,            ,
     726, 140592.39,            , 140670.58,            ,
     727, 140592.39,            , 140670.58,            ,
     728, 140592.39,            , 140670.58,            ,
     729, 140592.39,            , 140670.58,            ,
     730, 140592.39,            , 140670.58,            ,
     731, 140592.39,            , 140670.58,            ,
     732, 140592.39,            , 140670.58,            ,
     733, 140592.39,            , 140670.58,            ,
     734, 140592.39,            , 140670.58,            ,
     735, 140592.39,            , 140670.58,            ,
     736, 140592.39,            , 140670.58,            ,
     737, 140592.39,            , 140670.58,            ,
     738, 140592.39,            , 140670.58,            ,
     739, 140592.39,            , 140670.58,            ,
     740, 140592.39,            , 140670.58,            ,
     741, 140592.39,            , 140670.58,            ,
     742, 140592.39,            , 140670.58,            ,
     743, 140592.39,            , 140670.58,            ,
     744, 140592.39,            , 140670.58,            ,
     745, 140592.39,            , 140670.58,            ,
     746, 140592.39,            , 140670.58,            ,
     747, 140592.39,            , 140670.58,            ,
     748, 140592.39,            , 140670.58,            ,
     749, 140592.39,            , 140670.58,            ,
     750, 140592.39,            , 140670.58,            ,
     751, 140592.39,            , 140670.58,            ,
     752, 140592.39,            , 140670.58,            ,
     753, 140592.39,            , 140670.58,            ,
     754, 140592.39,            , 140670.58,            ,
     755, 140592.39,            , 140670.58,            ,
     756, 140592.39,            , 140670.58,            ,
     757, 140592.39,            , 140670.58,            ,
     758, 140592.39,            , 140670.58,            ,
     759, 140592.39,            , 140670.58,            ,
     760, 140592.39,            , 140670.58,            ,
     761, 140586.38,            , 140664.55,            ,
     762, 140580.34,            , 140658.50,            ,
     763, 140574.31,            , 140652.48,            ,
     764, 140568.28,            , 140646.45,            ,
     765, 140562.27,            , 140640.41,            ,
     766, 140556.23,            , 140634.39,            ,
     767, 140550.20,            , 140628.36,            ,
     768, 140544.17,            , 140622.31,            ,
     769, 140538.16,            , 140616.30,            ,
     770, 140532.12,            , 140610.27,            ,
     771, 140526.09,            , 140604.22,            ,
     772, 140520.06,            , 140598.20,            ,
     773, 140514.05,            , 140592.17,            ,
     774, 140508.02,            , 140586.14,            ,
     775, 140502.00,            , 140580.12,            ,
